id,type,name,description,price,image,category,reach,max_payload,linear_speed,degree_of_freedom,clean_room,min_operating_distance,max_operating_distance,number_of_gripping_elements,max_payload,weight,human_robot_collaboration
4455,simple,Robotiq 3-Finger Adaptive Robot Gripper,"<p align=""justify"">The 3-Finger Adaptive Gripper is ideal for advanced manufacturing and robotic research. It adapts to the object��?s shape for a solid grip, so you can focus on the task and not the grasping. The 3-Finger Adaptive Gripper is ideal for advanced manufacturing and robotic research. It adapts to the object��?s shape for a solid grip, so you can focus on the task and not the grasping.</p>
\n
\n<h5 align=""justify"">Gripper features:-</h5>
\n<strong>4 grip types:</strong>
\n<ul>
\n 	<li>Pinch Mode</li>
\n 	<li>Wide Mode</li>
\n 	<li>Scissor Mode</li>
\n 	<li>Basic Mode</li>
\n</ul>
\n<strong>Control fingers separately:��?</strong>Get feedback from each finger
\n
\n<strong>Plug + Play:��? </strong>Install and program your robot in a few minutes with our Gripper URCap
\n
\n<strong>Easy to integrate, easy to use:-��?</strong>The 3-Finger Adaptive Gripper is a perfect fit with UR. It installs in minutes on the Universal Robot arm, and our Gripper UR+ makes its configuration and programming fast and intuitive. The 3-Finger Gripper is compatible with most industrial robot manufacturers. We provide hardware and communication options to install the Gripper on most industrial robots.
\n
\n<strong>Versatile Gripper:-��?</strong>With force, position, and speed control for each finger and 4 different grip modes, the 3- Finger Gripper can almost pick anything.
\n
\n<strong>Innovative R&amp;D Projects:-��?</strong>Get inspired with these examples of innovative projects using our Grippers and Sensors: teleoperation, human-robot collaboration, mobile robotics, bin picking, kitting, and advanced assembly.
\n<p style=""text-align: center""><strong>Specifications</strong></p>
\n
\n<table style=""height: 439px"" border=""1"" width=""815"">
\n<tbody>
\n<tr>
\n<td width=""52%""></td>
\n<td colspan=""2"" width=""47%"">
\n<p style=""text-align: center""><strong>3-Finger</strong></p>
\n</td>
\n</tr>
\n<tr>
\n<td width=""52%"">Gripper opening</td>
\n<td width=""23%"">0 to 155 mm</td>
\n<td width=""23%"">0 to 6.1 in</td>
\n</tr>
\n<tr>
\n<td width=""52%"">Gripper weight</td>
\n<td width=""23%"">2.3 kg</td>
\n<td width=""23%"">5 lbs</td>
\n</tr>
\n<tr>
\n<td width=""52%"">Object diameter for encompassing</td>
\n<td width=""23%"">20 to 155 mm</td>
\n<td width=""23%"">0.79 to 6.1 in</td>
\n</tr>
\n<tr>
\n<td width=""52%"">Maximum recommended payload (encompassing grip)</td>
\n<td width=""23%"">10 kg</td>
\n<td width=""23%"">22 lbs</td>
\n</tr>
\n<tr>
\n<td width=""52%"">Maximum recommended payload (fingertip grip)</td>
\n<td width=""23%"">2.5 kg</td>
\n<td width=""23%"">5.5 lbs</td>
\n</tr>
\n<tr>
\n<td width=""52%"">Grip force (fingertip grip)</td>
\n<td width=""23%"">30 to 70 N</td>
\n<td width=""23%"">6.74 to 15.74 lbf</td>
\n</tr>
\n</tbody>
\n</table>",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/download-2.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/image_3-finger.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/download-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/9adf6e0b4aeb5adeff2ad8d4d7e2f3dc5c56c4f05fa97a6be04d3827fe222423.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Product_sheet-3F-EN-pdf.jpg",5,,,,,,,,,,,
4461,simple,Robotiq Hand-E Adaptive Gripper,"<div class=""rbtq-detailed-product-header__description"">
\n<div>
\n<p align=""justify"">Your favorite gripper just got better! We kept the form factor and improved the internal components. Result? A stronger Hand-E, increased payload, and better warranty.</p>
\n
\n<ul>
\n 	<li><strong><em>The</em></strong>��?gripper for collaborative robots</li>
\n 	<li>Plug + Play and easy to program</li>
\n 	<li>High accuracy and wide stroke</li>
\n 	<li>Ideal for precision assembly tasks</li>
\n 	<li>Built for industrial applications and harsh environments</li>
\n</ul>
\n</div>
\n<div>
\n
\nHand-E��?s high accuracy and 50 mm parallel stroke make it perfect for precision assembly tasks, while its sealed design ensures reliability in the toughest manufacturing conditions��?including CNC machining. Hand-E��?s design adheres to ISO/TS 15066 standard best practices, with maximum force, rounded edges, self-locking functionalities, and other features making it the gripper for collaborative robots.
\n
\n<strong>Specifications</strong>
\n<table border=""1"" width=""94%"">
\n<tbody>
\n<tr align=""center"">
\n<td width=""16%""></td>
\n<td style=""text-align: center"" colspan=""2"" width=""30%"">
\n<h4><span style=""color: #ff8400""><strong>Hand-E</strong></span></h4>
\n</td>
\n<td style=""text-align: center"" colspan=""2"" width=""24%"">
\n<h4><span style=""color: #ff8400""><strong>2F-85</strong></span></h4>
\n</td>
\n<td style=""text-align: center"" colspan=""2"" width=""28%"">
\n<h4><span style=""color: #ff8400""><strong>2F-140</strong></span></h4>
\n</td>
\n</tr>
\n<tr>
\n<td width=""16%""><strong>Stroke</strong></td>
\n<td width=""15%"">50 mm</td>
\n<td width=""15%"">2.0 in</td>
\n<td width=""11%"">85 mm</td>
\n<td width=""13%"">3.3 in</td>
\n<td width=""13%"">140 mm</td>
\n<td width=""15%"">5.5 in</td>
\n</tr>
\n<tr>
\n<td width=""16%""><strong>Grip Force</strong></td>
\n<td width=""15%"">20 to 185 N</td>
\n<td width=""15%"">4.5 to 41 lbf</td>
\n<td width=""11%"">20 to 235 N</td>
\n<td width=""13%"">4.5 to 50 lbf</td>
\n<td width=""13%"">10 to 125 N</td>
\n<td width=""15%"">2 to 25 lbf</td>
\n</tr>
\n<tr>
\n<td width=""16%""><strong>Form-fit Grip Payload</strong></td>
\n<td width=""15%"">5 kg</td>
\n<td width=""15%"">11 lbs</td>
\n<td width=""11%"">5 kg</td>
\n<td width=""13%"">11 lbs</td>
\n<td width=""13%"">2.5 kg</td>
\n<td width=""15%"">5.5 lbs</td>
\n</tr>
\n<tr>
\n<td width=""16%""><strong>Friction Grip Payload*</strong></td>
\n<td width=""15%"">4.7 kg</td>
\n<td width=""15%"">8.8 lbs</td>
\n<td width=""11%"">5 kg</td>
\n<td width=""13%"">11 lbs</td>
\n<td width=""13%"">2.5 kg</td>
\n<td width=""15%"">5.5 lbs</td>
\n</tr>
\n<tr>
\n<td width=""16%""><strong>Gripper Weight</strong></td>
\n<td width=""15%"">1 kg</td>
\n<td width=""15%"">2 lbs</td>
\n<td width=""11%"">0.9 kg</td>
\n<td width=""13%"">2 lbs</td>
\n<td width=""13%"">1 kg</td>
\n<td width=""15%"">2 lbs</td>
\n</tr>
\n<tr>
\n<td width=""16%""><strong>Closing speed</strong></td>
\n<td width=""15%"">20 to 150 mm/s</td>
\n<td width=""15%"">0.8 to 5.9 in/s</td>
\n<td width=""11%"">20 to 150 mm/s</td>
\n<td width=""13%"">0.8 to 5.9 in/s</td>
\n<td width=""13%"">30 to 250 mm/s</td>
\n<td width=""15%"">1.2 to 9.8 in/s</td>
\n</tr>
\n<tr>
\n<td width=""16%""><strong>Ingress protection (IP) rating</strong></td>
\n<td colspan=""2"" width=""30%"">IP67</td>
\n<td colspan=""2"" width=""24%"">IP40</td>
\n<td colspan=""2"" width=""28%"">IP40</td>
\n</tr>
\n</tbody>
\n</table>
\n<strong>Built for collaborative robots</strong>
\n<div>The 50-mm stroke gripper model is suited to collaborative robots</div>
\n<div>Integrates seamlessly with Robotiq��?s Wrist Camera and FT 300 Force Torque Sensor</div>
\n<div>Ergonomic shape for hand-guiding</div>
\n<div><strong>Easy to program</strong></div>
\n<div>Intuitive interface for quick onboarding and use</div>
\n<div>No training required</div>
\n<div>Automatic part detection, position feedback, and part validation</div>
\n<div><strong>Designed for industrial needs</strong></div>
\n<div>Precise and durable</div>
\n<div>High force and payload</div>
\n<div>Withstands harsh manufacturing conditions</div>
\n<strong>Easy to integrate, easy to use</strong>
\n
\nRobotiq��?s Hand-E Gripper is simple to integrate in your production environment and easy for workers of all skill levels to use��?no robotics experience required.Install your adaptive gripper in just a few minutes, thanks to our Plug + Play gripper kits. Then use our intuitive software interface to program directly on your robot��?s touchscreen.
\n
\n<strong>Accelerate your production line</strong>
\n
\nIncrease productivity and improve your cycle time with a dual configuration, which lets you handle more objects at a time. The dual Hand-E configuration is the perfect way to keep your CNC machine fed, even when your operators are away.
\n
\n<strong>Low-volume, high-mix production</strong>
\n
\nRobotiq Hand-E can easily adapt to the task at hand, letting you use just one gripper for all your applications.
\n
\n<strong>Easy-to-use software, for any application</strong>
\n
\nRobotiq��?s software suite helps you optimize your use of Hand-E in any application. Finishing tasks and CNC machine feeding are now simple to automate.
\n
\nDesigned in compliance with ISO/TS 15066
\n
\n</div>
\n</div>",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_hand-e-gripper.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/plugplay_robotiq_hand-e.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Hand-E-on-UR.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Product-Sheet-HandE-Adaptive-Gripper-EN-pdf.jpg",5,,,,,,,,,,,
4477,simple,Robotiq Insight,"<a href=""http://unboxindustry.com"">Unbox Industry</a> presents Insight By <a href=""https://robotiq.com/"">Robotiq</a>. Insights is a software designed to help you integrate your robot faster and maximize production. It sends you a text message when the robots require your attention and provides real-time data to monitor, troubleshoot, and improve your production. With Insights, you can now get access and fully control the robot remotely. Use it to get support from your favorite robot experts, wherever they are.
\n<h5>How��?Insights��?Helps</h5>
\n<ul>
\n 	<li><strong>Minimize Downtime: </strong>Get real-time alerts. If downtime occurs, remote access to your robot lets you restart production faster.</li>
\n 	<li><strong>Monitor Production:��?</strong>Define your own KPIs and track them to seek trends in your production.</li>
\n 	<li><strong>Optimize Production:��?</strong>Strive for more efficient processes to maximize your production��?s ROI</li>
\n</ul>
\n<h5 style=""text-align: left""><strong>How��?Insights��?Works</strong></h5>
\n<strong>Step 1:-</strong>
\n<ul>
\n 	<li>Connect your robot online</li>
\n</ul>
\n<strong>Step 2:-</strong>
\n<ul>
\n 	<li>Connect your robot to Insights</li>
\n 	<li>PAIR YOUR ROBOT WITH INSIGHTS DASHBOARD</li>
\n</ul>
\n<strong>Step 3:-</strong>
\n<ul>
\n 	<li>Start monitoring production</li>
\n 	<li>Wondering what sort of KPIs you can track?</li>
\n 	<li>STARTER KIT</li>
\n</ul>",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/bg-header.aaa62ec0.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/gallery1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/eb3a89e59592ef0350fb78b585b1f937b181b450.jpg",4,,,,,,,,,,,
4481,simple,Robotiq FT Force Torque Sensor,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents FT Sensor by <a href=""https://robotiq.com/"">Robotiq</a>. Transform your production process by automating the most advanced force-sensitive applications on the market. Program complex robot movements in minutes��?no robotics expertise needed. The result is a strong and flexible robot cell.
\n
\n<strong>FT 300-S features:��?</strong>
\n<ul>
\n 	<li>IP65 Rating</li>
\n 	<li>Built for compatibility with Universal Robots CB series</li>
\n 	<li>Includes Force Copilot intuitive programming interface</li>
\n 	<li>Adjustable tool weight based on the center of gravity</li>
\n 	<li>Sensor value resetting</li>
\n 	<li>Hand-guided robot movement</li>
\n 	<li>Precise object placement</li>
\n 	<li>Alignment</li>
\n 	<li>Indexing</li>
\n 	<li>Insertion</li>
\n 	<li>Complex trajectories</li>
\n 	<li>Constant force and stiffness for each axis</li>
\n 	<li>Takes precise, repeatable, and high-resolution measurements</li>
\n 	<li>Stiff metal composition ensures high accuracy</li>
\n</ul>
\n<strong>Easy to integrate, easy to use:- </strong>You don��?t need a background in robotics to use the FT 300-S Force Torque Sensor. Its intuitive programming interface guides you through the steps to an efficient force-sensitive application.
\n
\n<strong>Program complex tasks the easy way:-</strong> Make force control easy. Enter your task parameters, press play, and perform your application.
\n
\n<strong>Unlock force-sensitive applications:</strong>- Gain access to applications that need force-torque feedback with Force Copilot��?s intuitive programming interface.
\n
\n<strong>Enable more applications with gripping and vision:-</strong> Easily integrate the Wrist Camera to locate the right part and an Adaptive Gripper to insert it.
\n
\n<strong>Increase precision and repeatability:-</strong> Increase your robot��?s dexterity. Gain flexibility and reliability for assembly, insertion, pick-and-place, and machine-tending applications.",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_Force-Torque-Sesor-FT-300-S.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/ft300_gallery3.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/maxresdefault.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Product_sheet-FT300S_FC_EN-pdf.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/5be9b2373d75cb0b200e00dd.jpg",6,,,,,,,,,,,
4486,simple,Robotiq Screwdriving Solution,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://robotiq.com/"">Robotiq</a> Screwdriving URCap simplifies programming because it automates the force-sensing capabilities, as well as the communication between the screwdriver, screw feeder, robot, and vacuum technology.
\n<p style=""text-align: left;""><strong>The Screwdriving Solution</strong></p>
\n<strong>Consistent Screwdriving around the clock:-</strong> Put an end to the risk of product recall and assembly-line downtime. Increase your throughput with a reliable and efficient solution.
\n
\n<strong>Intuitive to deploy:-</strong> Deploy and master your robotic Screwdriving application by adding Robotiq Screwdriving Solution to a cobot. So simple, no robotics experience is required.
\n
\n<strong>No more injuries and a happier workforce:-</strong> When you automate a Screwdriving task, you keep employees from harm and can redirect them to value-added tasks. Make them happier!
\n<h5 style=""text-align: left;"">Set up your application in a few minutes</h5>
\nRobotiq Screwdriving URCap simplifies programming because it automates the force-sensing capabilities, as well as the communication between the screwdriver, screw feeder, robot, and vacuum technology.
\n
\n#1. Toolbar
\nControl the screwdriver functions directly from the UR Toolbar to use or test it.
\n
\n#2 Pick command
\nAutomatically detects if a screw is ready to be picked and the space in front of the feeder is clear.
\n
\n#3. Screwdriving command
\nTeach by demonstration with force-sensing capabilities.",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_screwdriving-solution.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/screwdriving_parts.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/robotiqscrewdrivergallery2.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/product-sheet-robotiq-screwdriving-solution-EN-pdf.jpg",3,,,,,,,,,,,
4491,simple,Vaccum Gripper E-Pick,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://robotiq.com/"">Robotiq</a> Vacuum Grippers can handle a wide range of applications and are ideal for picking up uneven and even workpieces made of different materials, such as cardboard, glass, sheet metal (dry) and plastic. Because of the customizable bracket and unique air nodes, Robotiq Vacuum Grippers provide manufacturers full control over their Gripper to make sure it��?s a perfect fit for their applications.
\n<h5>Vacuum Grippers:</h5>
\n<ul>
\n 	<li>Plug + Play</li>
\n 	<li>Easy programming</li>
\n 	<li>Fast installation</li>
\n 	<li>Full customization</li>
\n 	<li>Low noise</li>
\n 	<li>Efficient and easy automation</li>
\n 	<li>Quick response time</li>
\n</ul>
\n<h5><em>E</em>-Pick Features</h5>
\n<ul>
\n 	<li>Connected to the cobot wrist</li>
\n 	<li>No air supply</li>
\n 	<li>Easy to handle</li>
\n</ul>
\n<strong>Built for collaborative robot</strong>
\n<ul>
\n 	<li>Easy programming</li>
\n 	<li>Fast installation</li>
\n 	<li>No training required</li>
\n 	<li>Seamless integration with the Robotiq Wrist Camera and FT 300 Force Torque Sensor</li>
\n</ul>
\n<strong>Designed for industrial needs</strong>
\n<ul>
\n 	<li>Industrial grade components</li>
\n 	<li>Low maintenance</li>
\n 	<li>Payload up to cobot capacity</li>
\n</ul>
\n<strong>Easy to integrate, easy to use:-��?</strong>You don��?t need a background in robotics to use the Robotiq Vacuum Grippers. Install your Gripper in just a few minutes with our Plug + Play kits, and use our intuitive gripping software to program directly on your robot��?s touchscreen.
\n
\n<strong>Smart Mode:-��?</strong>The elaborate URCap guarantees that the Vacuum Grippers are easily and optimally configured for the task at hand.
\n
\n<strong>Integrated with Robotiq��?s Wrist Camera:-��?</strong>Robotiq Wrist Camera combined with Vacuum Grippers enable quick object teaching for an optimal grasp.
\n
\n<strong>No external air supply:-��?</strong>EPick operates without air supply, which makes it highly mobile. EPick is a safe gripping solution for your automation needs.
\n<p style=""text-align: center;""><strong>Specifications</strong></p>
\n
\n<table style=""height: 396px;"" width=""816"">
\n<tbody>
\n<tr>
\n<td width=""38%""></td>
\n<td width=""24%"">
\n<p style=""text-align: center;""><strong>EPick</strong></p>
\n</td>
\n<td width=""36%"">
\n<p style=""text-align: center;""><strong>AirPick</strong></p>
\n</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Energy source</td>
\n<td width=""24%"">Electricity</td>
\n<td width=""36%"">Compressed air</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Gripper mass</td>
\n<td width=""24%"">710g</td>
\n<td width=""36%"">332g</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Vacuum level</td>
\n<td width=""24%"">80%</td>
\n<td width=""36%"">85%</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Vacuum flow</td>
\n<td width=""24%"">12L/min</td>
\n<td width=""36%"">*</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Noise level</td>
\n<td width=""24%"">64dB(A)</td>
\n<td width=""36%"">70.5dB(A)</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Air consumption</td>
\n<td width=""24%"">-</td>
\n<td width=""36%"">135.9L/min</td>
\n</tr>
\n</tbody>
\n</table>
\n&nbsp;",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/Intro-image-Vacuum-gripers.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/image_vacuum-Gripper.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Vacuum-Grippers_Product-Sheet_EN-pdf.jpg",5,,,,,,,,,,,
4494,simple,Wrist Camera,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://robotiq.com/"">Robotiq</a> Wrist Camera is designed to perform industrial applications with Universal Robots. Teach new parts and detect features quickly to ensure repeatable picking. Easy to integrate, easy to use:- You don��?t need a background in robotics or vision systems to use the Wrist Camera. Use our free UR+ programming software to install it on a Universal Robots arm in minutes.
\n
\n<strong>Wrist Camera:</strong>
\n<ul>
\n 	<li>Most accessible vision hardware and software made for Universal Robots</li>
\n 	<li>Locate different parts in a structured or unstructured environments</li>
\n 	<li>Adapt quickly to workplace and task changeovers</li>
\n 	<li>Create a visual model based on the CAD file of any part</li>
\n 	<li>Barcode and 2D code reading</li>
\n 	<li>Operate with any expertise level</li>
\n</ul>
\n<strong>Easy to integrate, easy to use:- </strong>You don��?t need a background in robotics or vision systems to use the Wrist Camera. Use our free UR+ programming software to install it on a Universal Robots arm in minutes. Easy part teaching with three flexible methods, including CAD file import to ensure the best possible model.
\n
\n<strong>Color validation:-��?</strong>Ensure constant object detection, even with a variety of backgrounds and lighting conditions.
\n
\n<strong>Add force sensing:-��?</strong>Locate the correct part and position it with the Wrist Camera, and insert it precisely and gently with the Robotiq FT 300 Force Torque Sensor and 2-Finger Gripper.
\n
\n<strong>Simple teaching method:-��?</strong>Highlight the features you want to keep and erase the ones you don��?t need.
\n
\n<strong>Custom detection setup:-��?</strong>Adjust the focus and built-in lighting for your application, and optimize settings for teach and runtime conditions.
\n
\n<strong>Add gripping:-��?</strong>Integrate the Wrist Camera with the Robotiq 2-Finger Gripper to unlock more applications without relying on an extra cable or mounting plate.
\n
\n<strong>Wrist Camera features:</strong>
\n<ul>
\n 	<li>Slim, compact aluminum body with sealed hardware for industrial needs.</li>
\n 	<li>Seamless integration with the Universal Robots wrist.</li>
\n 	<li>Programming software that runs directly on the teach pendant.</li>
\n 	<li>Three flexible multi-object teaching methods.</li>
\n 	<li>Teach parts using their CAD model.</li>
\n 	<li>Automatic and manual adjustment of lighting, focus, exposition, and more.</li>
\n 	<li>Customizable color validation.</li>
\n 	<li>Add traceability to your assembly line with the barcode and 2D code reading function</li>
\n 	<li>Install a Robotiq tag to locate equipment, trays or jigs with the Visual Offset function</li>
\n 	<li>Multi-language software (ENG, FR, ES, DE, ZH, JP)</li>
\n</ul>
\n<p style=""text-align: center""><strong>Specifications</strong></p>
\n
\n<table style=""height: 332px"" width=""818"">
\n<tbody>
\n<tr>
\n<td width=""42%""></td>
\n<td width=""21%"">
\n<p style=""text-align: center""><strong>UR3</strong></p>
\n</td>
\n<td style=""text-align: center"" width=""13%""><strong>UR5</strong></td>
\n<td style=""text-align: center"" width=""11%""><strong>UR10</strong></td>
\n<td width=""11%"">
\n<p style=""text-align: center""><strong>UR16</strong></p>
\n</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Minimum field of view (cm)</td>
\n<td width=""21%"">10 x 7.5</td>
\n<td width=""13%"">10 x 7.5</td>
\n<td width=""11%"">10 x 7.5</td>
\n<td width=""11%"">10 x 7.5</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Maximum field of view (cm)</td>
\n<td width=""21%"">36 x 27</td>
\n<td width=""13%"">64 x 48</td>
\n<td width=""11%"">100 x 75</td>
\n<td width=""11%"">71 x 54</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Minimum part size (% of field of view)</td>
\n<td width=""21%"">10%</td>
\n<td width=""13%"">10%</td>
\n<td width=""11%"">10%</td>
\n<td width=""11%"">10%</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Maximum part size (% of field of view)</td>
\n<td width=""21%"">60%</td>
\n<td width=""13%"">60%</td>
\n<td width=""11%"">60%</td>
\n<td width=""11%"">60%</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Integrated Lighting</td>
\n<td width=""21%"">6 LED diffuse white light</td>
\n<td width=""13%""></td>
\n<td width=""11%""></td>
\n<td width=""11%""></td>
\n</tr>
\n<tr>
\n<td width=""42%"">Focus Range</td>
\n<td width=""21%"">70 mm to infinity</td>
\n<td width=""13%""></td>
\n<td width=""11%""></td>
\n<td width=""11%""></td>
\n</tr>
\n<tr>
\n<td colspan=""5"" width=""100%"">Compatibility: Universal Robots UR3, UR5 and UR10 with controller CB3.1 or higher.</td>
\n</tr>
\n</tbody>
\n</table>",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_wrist-camera.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/robotiq-wrist-camera.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/1527675314-big-industrial-robot-wrist-camera-lg.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Product_sheet-Wrist-Camera-EN-pdf.jpg",1,,,,,,,,,,,
4499,simple,Universal Robot UR16E,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents the <a href=""https://www.universal-robots.com/"">Universal Robots</a> UR16e delivers an impressive 16kg (35.3 lbs.) of the payload within a small footprint and is ideal for use in heavy machine tending, material handling, packaging, and screw and nut driving applications.
\n
\n<strong>Easy programming:-</strong> Patented technology lets operators with no programming experience quickly set up and operate our cobots with intuitive, 3D visualization. Simply move the robot arm to desired waypoints or touch the arrow keys on the easy-to-use touchscreen tablet.
\n
\n<strong>Fast setup:-</strong> Universal Robots have revolutionized cobot setup, reducing typical robotic deployment measured in weeks to a matter of hours. The average set-up time reported by our customers is only half a day.
\n
\n<strong>Flexible use:-</strong> Don��?t be limited by dedicated robotics. Universal Robots are lightweight, space-saving, and easy to re-deploy to multiple applications without changing your production layout. The cobot is able to re-use programs for recurrent tasks.
\n
\n<strong>Collaborative and secure:-</strong> Now you can replace human operators in dirty, dangerous, and dull jobs to reduce repetitive strain and accidental injuries. Eighty percent of the thousands of UR robots worldwide operate with no safety guarding (after risk assessment), right beside human operators.",3441375,"https://www.unboxindustry.com/wp-content/uploads/2022/05/universal-robots-plus-a-robotics-ecosystem-3.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/UR1-scaled-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/ur16e-rgb-fact-sheet-landscape-a4-pdf.jpg",2,,,,,,,,,,,
4503,simple,Universal Robot UR10E,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents the UR10e industrial robot as ideal for collaborative processes such as packaging, palletizing, assembly, and pick and place. With its large working radius, the UR10e ensures high efficiency for tasks that require a longer reach. This can save time on production lines where distance can be an important factor
\n
\nWith the ability to automate tasks up to 12.5kgs with no compromise on precision, the UR10e is the <a href=""https://www.universal-robots.com/"">Universal Robots</a> family��?s most powerful robot.
\n
\n<strong>Easy programming:-</strong> Patented technology lets operators with no programming experience quickly set up and operate our cobots with intuitive, 3D visualization. Simply move the robot arm to desired waypoints or touch the arrow keys on the easy-to-use touchscreen tablet.
\n
\n<strong>Fast setup:-</strong> Universal Robots have revolutionized cobot setup, reducing typical robotic deployment measured in weeks to a matter of hours. The average set-up time reported by our customers is only half a day.
\n
\n<strong>Flexible use:-</strong> Don��?t be limited by dedicated robotics. Universal Robots are lightweight, space-saving, and easy to re-deploy to multiple applications without changing your production layout.��? The cobot is able to re-use programs for recurrent tasks.
\n
\n&nbsp;",3127425,"https://www.unboxindustry.com/wp-content/uploads/2022/05/UR10-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Capture-1.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/URFamily_TUV_logos_cleanroom-scaled-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/110417-UR-models-611-1200px.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Capturee.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Capture.png",2,,,,,,,,,,,
4508,simple,Universal Robot UR5E,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://www.universal-robots.com/"">Universal Robots</a> UR5e collaborative robot that combines future-proof change management with collaborative innovation approaches, a human-centric UX, and an ecosystem for a huge array of applications. With the UR5e, ambitions become concrete results ��? by changing manufacturing processes with the ultra-flexible automation platform. By improving manufacturing processes with an ultra-flexible UR5e automation platform, you can turn ideas into results in record time.��?��?The lightweight, highly flexible, and collaborative UR5 industrial robot arm lets you automate repetitive and dangerous tasks with payloads of up to 5 kg.
\n
\nUniversal Robots��? UR5e robot is easy to program, quick to set up, collaborative and safe.
\n
\n<strong>Easy programming:-</strong> Patented technology lets operators with no programming experience quickly set up and operate our cobots with intuitive, 3D visualization. Simply move the robot arm to desired waypoints or touch the arrow keys on the easy-to-use touchscreen tablet.
\n
\n<strong>Fast setup:-</strong> Universal Robots has revolutionized cobot set-up, reducing typical robotic deployment measured in weeks to a matter of hours. The average set-up time reported by our customers is only half a day.
\n
\n<strong>Flexible use:-</strong> Don��?t be limited by dedicated robotics. Universal Robots are lightweight, space-saving, and easy to re-deploy to multiple applications without changing your production layout. The cobot is able to re-use programs for recurrent tasks
\n
\n&nbsp;",2378775,"https://www.unboxindustry.com/wp-content/uploads/2022/05/UR5-scaled-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/UR1-scaled-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/URFamily_TUV_logos_cleanroom-scaled-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/ur10_ur5_closeup02_black-scaled-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/LEFT-UR2-UR5-UR10-scaled-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/screwdriving_parts.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/sanding-kit-orbital-tool-1-1.jpg",2,,,,,,,,,,,
